"Id","Username","Password","Firstname","Lastname","Phone","Email","IsReviewer","IsAdmin"
"36","Evalinor68","monGo)#An9877","Erik","Valinor","518-327-7745","evalinor9@mail2u.us","0","1"
"37","Lalcarin654","discO#nection6661","Laura","Alcarin",,"lalcarin@somemail.org","0","0"
"38","Lluthien217","uniMporTan)1376","Leo","Luthien",,"lluthien@yahoo.com","1","0"
"39","Kgaldor6273","M@nTal3099","Kathy","Galdor",,"kgaldor37@everymail.com","1","0"
"40","Jisildur75","%aRiNg1694","Jordan","Isildur","862-472-3348","jordan.isildur37@mailbox.net","0","0"
"41","Abofur918","@F%EnDS8611","Arthur","Bofur","346-222-6769","abofur61@bizmail.biz","0","0"
"42","Lbofur656","und#rcOOked6519","Lauren","Bofur","541-861-0171",,"1","1"
"43","Rberen21","VeRd(ct8436","Roy","Beren","743-924-8217","rberen32@somemail.us","0","1"
"44","Kturin23","$aCAo8583","Katrina","Turin","479-638-3605","kturin77@mailbox.org","1","1"
"45","Egaladriel8195","S^gRe*ation8966","Eileen","Galadriel","918-172-4592",,"0","1"
"46","Kbard1663","de(om#NAted5121","Kathryn","Bard","786-243-7146",,"0","0"
"47","Hdamrod6379","maE^t^O2019","Heidi","Damrod",,"hdamrod@mail2u.com","0","1"
"48","Deowyn444","aSID^6851","Dana","Eowyn","904-871-2133","deowyn@gmail.us","1","0"
"49","Ahurin664",")ppre!iatED2632","Anthony","Hurin","859-803-1980","ahurin92@everymail.net","0","1"
"50","Ccarcharoth577","d*^pISes4245","Cheryl","Carcharoth","231-622-0580","ccarcharoth59@mail2u.biz","0","0"
"51","Wvalaquenta6759","FranKe*sTei)2359","Wayne","Valaquenta","661-545-3420","wayne.valaquenta87@everymail.us","0","1"
"52","Jstrider187","resIdentI)l1476","Jason","Strider","843-495-5001",,"0","0"
"53","Bfelagund182","I$ResPectiVe9639","Bailey","Felagund","216-626-4450","bfelagund37@mail2u.net","1","1"
"54","Aalatariel24","attacHmEnt@9684","Alexandra","Alatariel","464-608-8955","aalatariel95@hotmail.co.uk","1","1"
"55","Odwalin564","D*rK1022","Oliver","Dwalin","319-570-1885",,"0","1"
"56","Kcurufin6441","!I*teenTh2395","Kyle","Curufin","785-089-5665","kcurufin@yahoo.us","1","1"
"57","Rquickbeam796","p*eDictaB#y5498","Rebecca","Quickbeam","316-815-3121","rebecca.quickbeam66@gmail.biz","1","0"
"58","Relros466","%El^6058","Raymond","Elros","564-696-9234","relros36@bizmail.biz","0","0"
"59","Maragorn33","coloR*uL1296","Mark","Aragorn","217-079-4886","maragorn@hotmail.com","1","0"
"60","Ccelebrimbor764","le@eraGinG7219","Christopher","Celebrimbor","425-537-4046","ccelebrimbor37@somemail.com","1","0"
"61","Rcotton5378",")A%Es9491","Rose","Cotton","629-965-7093","rcotton@mailbox.com","1","1"
"62","Esmaug417","mIt@H7104","Eleanor","Smaug",,"esmaug97@mailbox.us","1","0"
"63","Aaule15","upgR@d!ng3421","Alisa","Aule","253-558-5438","aaule47@hotmail.net","1","1"
"64","Delbereth99","SOugH!7496","Dianna","Elbereth",,,"1","1"
"65","Animloth26","QUain*7660","Aileen","Nimloth","612-302-4402","aileen.nimloth25@hotmail.co.uk","0","0"
"66","Jsharku98",")lE(Ty8857","Julia","Sharku","805-403-5879","julia.sharku87@somemail.biz","1","1"
"67","Cyavanna3538","A)pHabeTi)4320","Crystal","Yavanna",,,"0","0"
"68","Jhuor54","t(a(SmitterS5191","Jade","Huor","314-562-5886","jhuor90@hotmail.com","0","1"
"69","Jkhamul9295","Tab(espooNs5564","James","Khamul","225-727-4275",,"0","1"
"70","Ncarcharoth143","c@MPlImEnt6154","Nathan","Carcharoth","972-296-4350","ncarcharoth@hotmail.net","0","0"
"71","Eolorin57","ident*ficatiOn)7401","Ellen","Olorin","507-832-4386","eolorin64@bizmail.net","0","0"
"72","Nleaflock637","%ElIV*r7758","Noah","Leaflock","208-521-9521","nleaflock@mail2u.com","1","1"
"73","Whamfast49","uNhe#^Ful2230","Wendy","Hamfast","516-208-3004","whamfast63@hotmail.biz","1","1"
"74","Lshadowfax1128","MeThodolog#ES4097","Leah","Shadowfax","508-726-5341",,"0","1"
"75","Ehalbarad667","suSt!Ining7525","Ethan","Halbarad","417-228-8675","ethan.halbarad32@mail2u.us","1","1"
"76","Kgamling1518","c^lEBr!ty3541","Kevin","Gamling","310-153-7554","kevin.gamling82@mailbox.org","1","1"
"77","Gaule917","anNoY$5601","Gregory","Aule","904-968-0653","gaule74@gmail.co.uk","1","1"
"78","Ealatar499","%CoutS8773","Elijah","Alatar","215-785-9369",,"0","1"
"79","Gnienor85","f#cultiES5598","Grace","Nienor","864-083-2106","grace.nienor89@mailbox.com","1","1"
"80","Kkili854","varia^#es9903","Kyle","Kili","864-872-1006",,"1","1"
"81","Enimloth94","so*Ub!e9664","Elizabeth","Nimloth","718-504-0632","enimloth50@mail2u.com","1","0"
"82","Anessa854","b*nevolen*e7320","Alyssa","Nessa","901-359-9838","anessa35@gmail.org","0","1"
"83","Lboffin5352","methodicA!7816","Lilly","Boffin","845-899-4848","lboffin@everymail.com","0","1"
"84","Jnazgul4232","ap^(Lo4220","Janet","Nazgul","417-489-1214","jnazgul@yahoo.com","0","1"
"85","Gangmar34","iD^oMs2687","Gary","Angmar","513-277-4346","gangmar53@mail2u.com","0","0"
"86","Jleaflock28","insPirat!on3142","Joan","Leaflock","762-593-2211","jleaflock4@everymail.com","1","0"
"87","Lbofur4853","m!SManagement6846","Linda","Bofur","205-419-5527","lbofur26@somemail.com","1","0"
"88","Hgamgee36","SHR)ll3690","Heidi","Gamgee","732-335-7159","hgamgee64@mail2u.co.uk","1","0"
"89","Iannatar1285","*iStracT7123","Isaiah","Annatar","570-282-8771","iannatar0@mail2u.net","1","0"
"90","Isnaga8471","!oUr(e5936","Isabell","Snaga","689-096-9224","isabell.snaga17@mail2u.org","1","1"
"91","Mnienor4463","^oisoN$d4723","Molly","Nienor","463-504-1945","mnienor19@mailbox.us","0","1"
"92","Chamfast62","V#Tal(Ty1111","Clarissa","Hamfast","303-869-8069","chamfast44@yahoo.net","1","0"
"93","Tthorin66",")aC!uaL4574","Thomas","Thorin","510-619-2416","tthorin54@mail2u.co.uk","0","1"
"94","Jidril9578","@uSe*5629","Jade","Idril","770-795-9261","jidril78@hotmail.co.uk","1","0"
"95","Ipharazon25","!ev!UtLY7524","Isaiah","Pharazon",,"ipharazon@mailbox.biz","0","1"
"96","Sbutterbur323","sK$Le$ons1327","Susan","Butterbur",,"sbutterbur@everymail.biz","0","1"
"97","Enumenor34","St#ic8048","Erik","Numenor","616-732-4572","enumenor@gmail.com","0","0"
"98","Aeomer5625","@%ellA5552","Ann","Eomer",,,"0","0"
"99","Necthelion64","$aLvaG)Ng9416","Norah","Ecthelion","567-181-6515","norah.ecthelion45@bizmail.us","1","1"
"100","Rsilmiril188","caUliflOW!(7058","Ryan","Silmiril",,"ryan.silmiril57@mailbox.net","1","0"
"101","Jbifur61","S$agGeD8997","Joe","Bifur","217-981-4155","jbifur43@everymail.org","0","1"
"102","Lazog993","*issT$temEnt8992","Lilly","Azog",,,"1","0"
"103","Malcarin28","A^r*S1638","Mina","Alcarin","531-056-2978","mina.alcarin@hotmail.biz","0","0"
"104","Tfingon5173","iN@erio*5489","Toki","Fingon","539-597-2282",,"1","0"
"105","Tmithrandir628","!OnghA@d9459","Tyler","Mithrandir",,"tmithrandir61@hotmail.org","1","0"
"106","Jtreebeard761","p%!ped2552","Judy","Treebeard",,"jtreebeard97@gmail.org","1","1"
"107","Dbeechbone13","!!Ashed7436","Doris","Beechbone",,"dbeechbone70@somemail.us","1","0"
"108","Tdeagol35","F#iVoLI$y8263","Tiffany","Deagol",,"tdeagol@somemail.us","1","1"
"109","Acaranthir6656","i!regArdlEss5724","Ann","Caranthir","276-979-4978",,"0","0"
"110","Lthingol285","consUlt*Nt2014","Lucas","Thingol",,"lthingol32@everymail.us","0","1"
"111","Jgrishnakh86","qUArTe@4091","Josie","Grishnakh","864-958-5619",,"1","0"
"112","Aancalagon265","Ea*tH6528","Allison","Ancalagon","464-895-4972","aancalagon13@hotmail.org","0","0"
"113","Agothmog5831","!UmANisTic3942","Andrea","Gothmog","945-820-3326","agothmog49@somemail.net","0","0"
"114","Stook59","pEA^^t7695","Sylvia","Took","743-622-5227","stook78@yahoo.us","0","0"
"115","Ttuor77","d@iVeWay#8169","Theresa","Tuor","561-310-2418","ttuor28@mail2u.co.uk","0","1"
"116","Gnessa182","B%ok$Nds4751","Gerald","Nessa",,"gerald.nessa55@everymail.net","1","0"
"117","Velentari611",")ingUlaRLy9049","Virginia","Elentari","541-162-0001","virginia.elentari45@yahoo.org","1","0"
"118","Cgandalf4147","BEl(ngs3566","Carla","Gandalf","616-154-6004","cgandalf17@everymail.us","0","0"
"119","Eboromir42","s@I#es3628","Evelyn","Boromir","714-733-2760","eboromir@gmail.biz","1","1"
"120","Jbaggins823","AlT(Red4057","Juan","Baggins",,"jbaggins83@mail2u.com","0","1"
"121","Cgloin2576","c*)b6732","Claire","Gloin","845-233-7624","cgloin1@yahoo.biz","1","0"
"122","Cleaflock13","^El@XEs2504","Carla","Leaflock","970-327-8446","cleaflock96@bizmail.com","1","1"
"123","Shamfast996","f(n(asia4382","Sandra","Hamfast","918-114-3098","shamfast0@yahoo.org","0","0"
"124","Leomer2353","n@ndisCrIminaTory3798","Lucas","Eomer","770-563-4136",,"0","0"
"125","Aearendil174","%@lLEst9617","Alan","Earendil","956-247-6481","aearendil41@yahoo.us","0","1"
"126","Efatty69","Pow$r4788","Eleanor","Fatty","850-207-2214","efatty@hotmail.net","0","1"
"127","Cwillow8114","a*oM7601","Catherine","Willow",,"cwillow61@gmail.us","0","1"
"128","Afingon186","mArb$eS2282","Alexander","Fingon","657-156-9683","afingon86@gmail.net","0","0"
"129","Cglaurung48","oVers$Epp@d5798","Crystal","Glaurung",,"cglaurung@gmail.org","0","1"
"130","Csilmiril15","P!TenTial1423","Cindy","Silmiril",,"csilmiril32@everymail.org","1","1"
"131","Mhelm hammerhand7688","SA$5471","Madison","Helm Hammerhand",,"mhelmhammerhand25@somemail.org","1","1"
"132","Cdeagol724","INterPre*3136","Charles","Deagol","770-880-1131","cdeagol83@gmail.us","1","1"
"133","Asauron3571","o!tsIdE2234","Alexander","Sauron","617-719-7546","asauron83@mail2u.org","0","1"
"134","Ahuor92","DeNo#@ce6828","Ashley","Huor","225-624-4536","ashley.huor@somemail.net","0","1"
"135","Ethranduil767","BaCKpac#7923","Emma","Thranduil","945-775-9274","ethranduil@mailbox.us","0","0"
"136","Agloin94","onW!$d3041","Ana","Gloin","314-113-5848",,"0","1"
"137","Aecthelion48","pre^SurinG5680","Abby","Ecthelion","812-661-7128",,"0","1"
"138","Plorien7494","*reakthrOuGhS5835","Patrick","Lorien","843-428-4635","plorien89@mailbox.us","0","0"
"139","Ngildor9911","UnFAI)4496","Nicholas","Gildor",,,"1","1"
"140","Tlurtz855","jU%t8634","Tyler","Lurtz","774-154-1631","tlurtz66@bizmail.us","0","1"
"141","Sdamrod3338","MO(ied6086","Sophie","Damrod","585-175-6164","sdamrod24@mailbox.biz","1","1"
"142","Aoakenshield1456","H$*rdinG1360","April","Oakenshield","475-099-1066","aoakenshield@bizmail.biz","0","1"
"143","Dceleborn53","bRieFI$g8385","Dorothy","Celeborn","213-977-2772",,"0","0"
"144","Afingon9786","#OpUl#ted5140","Amy","Fingon","915-392-8218",,"0","1"
"145","Jgothmog767","#OwERful4665","Jessica","Gothmog",,"jessica.gothmog73@gmail.net","0","0"
"146","Belladan885","OVertI@e5826","Bailey","Elladan",,,"1","0"
"147","Egil-galad9289","n!pol!On4798","Elijah","Gil-Galad","317-352-2495","egil-galad5@yahoo.org","0","0"
"148","Acotton67","s^preMeLy9813","Alexa","Cotton","512-750-1303",,"0","1"
"149","Fthorondor8272","Cy)iC7333","Frances","Thorondor","657-886-4957","fthorondor4@mailbox.com","0","1"
"150","Jdwalin75","W@A%k2015","Jessie","Dwalin","404-496-9926","jdwalin71@mail2u.co.uk","1","0"
"151","Jkementari2936","CHAr@6218","Joyce","Kementari","413-934-8302","jkementari@somemail.biz","0","0"
"152","Rhelm hammerhand694","%icH8094","Robert","Helm Hammerhand","336-819-8638","rhelmhammerhand@gmail.org","1","0"
"153","Rerkenbrand11","!reSsED4142","Ronald","Erkenbrand","773-463-5874","rerkenbrand@everymail.org","0","0"
"154","Leomer358","RA#ELy2443","Leo","Eomer","303-751-1596",,"0","1"
"155","Fbrandybuck11","tRInke!s8031","Felicity","Brandybuck","520-691-2077","fbrandybuck10@gmail.co.uk","1","1"
"156","Talcarin38","@#OoreD9543","Tiffany","Alcarin",,"talcarin@mail2u.us","0","1"
"157","Jelbereth2749","me#gER7710","Jacob","Elbereth",,"jelbereth35@mail2u.net","0","1"
"158","Hnimloth9654","fORgivA%$e5253","Heidi","Nimloth",,"hnimloth82@somemail.com","0","0"
"159","Ashagrat13","R%!ATes6297","Aileen","Shagrat","539-629-3770","aileen.shagrat7@yahoo.com","0","1"
"160","Istormcrow62","Equ%vAlenCy7707","Ivy","Stormcrow","309-614-7826","istormcrow16@bizmail.org","1","1"
"161","Lfatty38","iNtErseC@ing6783","Lawrence","Fatty","680-497-2243","lfatty49@mail2u.us","1","0"
"162","Amanwe7669","r#sE%Lers3021","Audrey","Manwe",,"amanwe16@everymail.org","0","0"
"163","Jhelm hammerhand172","H$ME(3690","Jesse","Helm Hammerhand","448-976-0383","jhelmhammerhand95@gmail.net","0","1"
"164","Tolorin1532","fa!Ing8108","Tara","Olorin",,"tolorin54@everymail.biz","1","1"
"165","Pgildor681","$E%T7628","Patrick","Gildor","605-517-2007",,"0","1"
"166","Meru564","aN)eSt$y8798","Miranda","Eru","218-675-1655",,"0","0"
"167","Enarvi788","ho^Se#1699","Edward","Narvi","718-484-3182","enarvi18@mail2u.com","1","1"
"168","Mfelagund7295","DEfi(s7312","Maria","Felagund","910-444-6201","maria.felagund56@gmail.net","0","1"
"169","Ggorbag647","@usSian@9987","Gabriella","Gorbag","214-123-8829",,"0","1"
"170","Aberegond23","iNte@ratEs2361","Anna","Beregond","432-787-8642","aberegond@bizmail.us","0","1"
"171","Sdori78","sIgNat*riEs1883","Sylvia","Dori","623-461-7449","sdori19@yahoo.biz","0","1"
"172","Jsamwise2245","dA!ElI!e4657","Janet","Samwise","908-157-8531",,"1","0"
"173","Fearendil954",")^R7511","Frances","Earendil","732-429-9271","fearendil95@everymail.biz","0","1"
"174","Rmorwen91","handlER^1122","Raven","Morwen","628-149-0296","rmorwen28@everymail.com","1","1"
"175","Gbolg87","$cOT2047","Grace","Bolg","220-430-3715","gbolg56@yahoo.org","0","0"
"176","Ksilmiril433","SpEcUl#tions7209","Kai","Silmiril","940-096-0691","ksilmiril@bizmail.org","0","1"
"177","Afangorn588","$URmounT4202","Andrew","Fangorn","706-243-1363",,"0","0"
"178","Sshagrat13","D%sLexiC4674","Scott","Shagrat","810-901-7246",,"1","0"
"179","Btheoden6966","suRgic#L4262","Brenda","Theoden","726-865-7049","btheoden@hotmail.org","0","0"
"180","Sbutterbur874","fuLfIlli(G3477","Scarlet","Butterbur","331-089-6542","sbutterbur@everymail.net","0","1"
"181","Lboromir562","DRu!Ken6736","Lori","Boromir","406-217-1673",,"0","0"
"182","Aferny2491","^BLiteRate2416","Anthony","Ferny",,"anthony.ferny@somemail.biz","0","0"
"183","Jgollum29","r$puTeD%y9458","Jennifer","Gollum","831-095-4027","jgollum14@hotmail.com","1","1"
"184","Mulmo44","M!T5724","Marishka","Ulmo","567-220-1939",,"0","1"
"185","Tmorwen3424","so%vIn#2157","Trinity","Morwen","234-978-8495",,"1","1"
"186","Anamo3598","re(!cTiOn8659","Alexa","Namo",,"anamo15@bizmail.org","0","0"
"187","Jsnaga5284","F%L!esT1478","Jenny","Snaga","616-590-1049","jsnaga@gmail.us","1","1"
"188","Asauruman71","(arsHAll4510","Alan","Sauruman","414-509-9812","asauruman@mail2u.com","0","1"
"189","Jbeorn5972","a!arcHY7838","Joshua","Beorn","339-124-5291","jbeorn@somemail.com","0","0"
"190","Pnessa26","M((a9558","Pamela","Nessa","509-613-9077","pnessa@mailbox.co.uk","1","1"
"191","Squickbeam6997","leGislaTi^e2857","Sandra","Quickbeam","832-923-8779","sandra.quickbeam2@mail2u.co.uk","0","1"
"192","Rwormtongue87","f(!L7274","Robert","Wormtongue","754-458-7818","rwormtongue@gmail.us","1","0"
"193","Kalcarin34","piCK!rs4195","Kevin","Alcarin",,"kevin.alcarin98@bizmail.net","1","0"
"194","Ftulkas499","e!raticalLy9317","Frank","Tulkas","717-574-1791","ftulkas28@gmail.net","1","0"
"195","Yingwe937","st)AiT4088","Yvette","Ingwe",,"yingwe5@yahoo.net","1","0"
"196","Jboffin8254","pa(titiOninG8854","James","Boffin","813-470-7971",,"1","0"
"197","Jeowyn445","aBStra!tS3566","Jane","Eowyn","856-394-9090",,"1","0"
"198","Amorwen4785",")OseRs1541","Anna","Morwen","706-018-7479",,"1","1"
"199","Gnimloth3193","^W#ft6005","Gabriel","Nimloth",,"gnimloth28@mailbox.com","1","1"
"200","Mcarcharoth136","J$NO4860","Mina","Carcharoth","320-986-8041","mcarcharoth@mail2u.biz","1","0"
"201","Dhuan57","sc^ndInavIa8404","Douglas","Huan","561-137-4331","douglas.huan80@mailbox.net","1","0"
"202","Eleaflock23","bRot@$rlY1651","Eugene","Leaflock",,"eleaflock88@bizmail.org","0","1"
"203","Mbifur298","U)deRpin%ings1025","Mina","Bifur","909-490-7939","mbifur92@mailbox.biz","0","1"
"204","Vnazgul7627","P@%d7750","Valerie","Nazgul","612-975-6907","vnazgul@everymail.org","0","0"
"205","Tangmar517","sc)ENcES9860","Thomas","Angmar","336-066-4104","thomas.angmar@mailbox.org","0","0"
"206","Lgil-galad32","uPO*2420","Lida","Gil-Galad","856-018-8902",,"0","1"
"207","Joakenshield2662","$o*pIled4913","Jaime","Oakenshield","606-632-5551",,"1","1"
"208","Rbeor9486","p%!wood8335","Roger","Beor","678-753-4873","roger.beor36@gmail.co.uk","1","0"
"209","Kshadowfax6658","%vert!Row5734","Kimberly","Shadowfax",,"kshadowfax66@mail2u.org","1","0"
"210","Jcelebrian9866","tEn)nt5190","Jade","Celebrian","906-034-0477","jade.celebrian8@everymail.org","1","0"
"211","Mfeanor877","gree)InG1533","Marie","Feanor","620-475-4222","marie.feanor12@hotmail.net","1","1"
"212","Osackville193","Disp(rSIO#7618","Ophelia","Sackville","702-965-7210","osackville24@somemail.co.uk","1","0"
"213","Jbombur9548","s@or*HouSE2021","Jane","Bombur","659-794-3715","jbombur@yahoo.biz","1","1"
"214","Earagorn6848","w*ittlin(8859","Elizabeth","Aragorn",,"earagorn@gmail.net","0","0"
"215","Mazog186","adjuDicat^On7948","Melinda","Azog","601-794-1726","mazog31@bizmail.co.uk","1","0"
"216","Lwormtongue5377","in$eR#iewing8856","Lilly","Wormtongue",,,"1","0"
"217","Kundomiel99","coLlEct%VE2626","Kevin","Undomiel","440-800-1619","kundomiel94@gmail.com","1","1"
"218","Ehuor149","uN*oun#2219","Evelyn","Huor","602-057-9194","ehuor67@mailbox.co.uk","1","0"
"219","Kmandos1397","!uiZ8355","Kayla","Mandos","217-967-4108","kmandos69@bizmail.net","0","1"
"220","Ktheoden2757","OP$osiTeS8178","Katrina","Theoden","508-714-0444",,"1","1"
"221","Asauron326","#isTILl!ng2072","Alexander","Sauron","572-536-4814","asauron@everymail.com","0","0"
"222","Neru6168","AN)lo5305","Nicholas","Eru",,"neru@bizmail.com","1","1"
"223","Cfelagund4518","S!Irlin*4557","Carla","Felagund","760-327-5836","carla.felagund97@bizmail.co.uk","1","0"
"224","Dtilion59","H@GHwAy5755","Daniel","Tilion","810-022-2196","dtilion46@bizmail.biz","1","1"
"225","Flegolas9912","m!shaP)6604","Felicity","Legolas","726-703-6762",,"0","0"
"226","Jnob5542","REl@@Bly7293","Jacob","Nob",,"jnob@somemail.co.uk","0","0"
"227","Lelwing24","exCelLe$tly1160","Liam","Elwing","509-348-9156",,"0","1"
"228","Ecurufinwe865","blAmI^g9071","Erika","Curufinwe",,"ecurufinwe53@mailbox.org","0","1"
"229","Gpippin55","Err^nds8143","Gary","Pippin",,,"1","1"
"230","Cbifur3269","c)MMunE1414","Claire","Bifur",,"cbifur83@gmail.org","0","0"
"231","Gdwalin5761","cOnt(C(7879","Gary","Dwalin","412-815-8288","gdwalin99@mailbox.com","1","0"
"232","Bsauron3766","cLaSsr$om@5063","Brandon","Sauron",,"bsauron@everymail.us","1","1"
"233","Salatar91","aI@E7982","Samuel","Alatar","336-493-8969","salatar2@everymail.co.uk","1","0"
"234","Ddeagol5768","Ar*uED7627","Donna","Deagol","657-502-8180","ddeagol6@mailbox.us","0","1"
"235","Ldamrod651","i(mOrtal9209","Lexie","Damrod","480-974-5255","ldamrod@hotmail.org","1","1"
"236","Zmaggot392","!tePhE%8291","Zelda","Maggot","805-257-2701","zelda.maggot@yahoo.us","1","1"
"237","Bsilmiril75","s$ArviNg9765","Benjamin","Silmiril","229-299-6639",,"0","1"
"238","Hpippin43","OutBur%t5763","Helen","Pippin","567-479-7037","hpippin@yahoo.biz","1","0"
"239","Jeomer8418","frUI(s5890","Janet","Eomer","619-668-9204",,"1","0"
"240","Tpalantir692","P*Yoff2446","Tina","Palantir","509-675-9640","tina.palantir26@mailbox.co.uk","0","1"
"241","Dleaflock17","Ca$#aL1010","Dana","Leaflock","423-044-9004","dana.leaflock16@gmail.com","0","0"
"242","Jnessa3795","AbOrte$3143","Janet","Nessa",,,"0","0"
"243","Rarwen317","eXpenditu(E4509","Raven","Arwen","630-513-4307","rarwen73@gmail.net","1","1"
"244","Eungoliant1457","UnsATisfaCt(ry2141","Evelyn","Ungoliant","513-005-5948",,"1","1"
"245","Eamros11","Ex)t(D6117","Eleanor","Amros","510-139-1592",,"1","0"
"246","Jbeechbone54","apO(oGiZed6601","Jasmine","Beechbone","217-134-2492",,"0","0"
"247","Abombadil928","Z$P6935","Allison","Bombadil","678-747-3892","abombadil6@gmail.us","0","0"
"248","Vbolger1812","o^poRtUNitIe(9157","Valerie","Bolger","573-638-2972","vbolger78@gmail.org","1","1"
"249","Lturambar9826","putti%G4131","Levi","Turambar","601-194-7463",,"1","1"
"250","Mwillow8758","*o@Anza2270","Mackenzie","Willow","657-400-2844","mwillow93@mailbox.com","1","1"
"251","Oturambar93","^agNanimoU*9083","Oliver","Turambar",,,"1","1"
"252","Ksamwise11","@o^deN4988","Keith","Samwise","704-409-5441","ksamwise8@somemail.com","0","0"
"253","Hulmo36","TE%@9097","Henry","Ulmo","909-184-2238","henry.ulmo@gmail.co.uk","0","0"
"254","Etilion64","hUmIlia(I@g9400","Eva","Tilion","725-909-9695",,"0","0"
"255","Wtilion32","u$ITe5900","Willie","Tilion","229-764-9867","wtilion@mail2u.net","1","0"
"256","Mthranduil236","!isuAlS5979","Madison","Thranduil","315-634-6440","mthranduil@bizmail.net","1","0"
"257","Slorien74","AfFl!c$s7027","Sean","Lorien","463-099-1693","slorien82@everymail.org","0","1"
"258","Cbeleriand661","cr#ZY4144","Cindy","Beleriand","270-666-9203","cindy.beleriand2@hotmail.net","1","0"
"259","Amelkor251","a)#Os2194","Alan","Melkor","774-833-6854","alan.melkor78@gmail.net","0","1"
"260","Ramrod23","arr(GanCE7168","Rachel","Amrod","323-052-8226","ramrod54@somemail.biz","1","0"
"261","Qelwing721","pre%cri!Es1680","Quinn","Elwing","308-139-5996","qelwing@everymail.net","0","1"
"262","Heowyn779","fruSt!*TEs5517","Heather","Eowyn",,"heowyn@mail2u.biz","0","1"
"263","Hsilmiril1262","*aIntS7574","Harold","Silmiril","872-892-1337",,"1","0"
"264","Ssulimo272","(aynE9792","Susan","Sulimo","360-590-6380",,"1","0"
"265","Dtuor64","P@rtneriNG5260","Delilah","Tuor","502-743-3816","dtuor95@mailbox.biz","1","1"
